external_user_id,q1_approval_trump,q3_congress,q4_state_gov,q5_local_gov,q6_repub_congress,q7_dems_congress,q8_follow_news,q34_political_views,q9_change_political_view,q25_time_spent_news,q27_news_trust_exist,q15_description_before_sophistic,q16_next_inline_potus,q17_branches_us_gov,q19_num_senators_state,q21_johnroberts_position,q22_num_seats_by_party,q23_num_women_justices,q24_sanctuary_cities,q30_education_enrolled,q31_emp_status,q32_self_emp_both,q33_marital_status,q35_religion,q36_today_politcal_aff,q26_trust_media,demo_ethnicity,demo_marital_status,demo_age,demo_income,demo_employment_status,demo_government_job,demo_teacher,demo_religious_preference,demo_residence_own_rent,demo_registered_voter,demo_political_affiliation,demo_race_2015_new,demo_education_new,demo_gender,demo_division,q28_trusted_source,demo_age_group,demo_job_position,demo_job_area,demo_state_color
4210179718_78419_01,1.0,4.0,5.0,3.0,4.0,4.0,2.0,Liberal,3.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Independent,Not very much,No,Married,71.0,"$35,000 to $49,999",Retired,,,Christianity,Own,No,Independent,White,High school grad,Male,West North Division,na,above_65,na,na,Red
4224793581_78419_01,1.0,2.0,3.0,2.0,4.0,5.0,1.0,Conservative,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,Christian,Republican,Not very much,Yes,Married,62.0,"$200,000 or more",Employed Full Time,Refused,,Christianity,Own,Yes,Republican,Hispanic,Some postgraduate or professional school or degree,Male,Middle Atlantic Division,fox,55_to_64,Professional,Healthcare,Blue
4141908521_78419_01,1.0,5.0,4.0,4.0,5.0,5.0,2.0,Moderate,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,Not very much,No,Married,51.0,"$75,000 to $99,999",Employed Full Time,Don't Know,No,Christianity,Rent,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,na,45_to_54,Military,Education/Training/Library,Red
4182967013_78419_01,2.0,3.0,2.0,2.0,4.0,3.0,2.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,No Religion/Atheist/Agnostic,Lean Democrat,A fair amount,No,Never Married,53.0,"$100,000 to $149,999",Employed Full Time,Refused,,Nonreligious/Secular,Own,Yes,Lean Democrat,White,Some college,Female,Mountain Division,npr,45_to_54,Managerial,Retail,Red
757161_S02_01,2.0,4.0,2.0,2.0,5.0,3.0,1.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,4.0,No Religion/Atheist/Agnostic,Democrat,A great deal,No,Divorced,66.0,"$50,000 to $74,999",Retired,No,,Nonreligious/Secular,Rent,Yes,Democrat,Black,Some postgraduate or professional school or degree,Male,Mountain Division,washington_post,above_65,Professional,Arts/Design/Entertainment/Sports/Media,Blue
1983158008_78419_01,1.0,3.0,2.0,2.0,3.0,3.0,1.0,Conservative,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,None at all,No,Married,63.0,"$150,000 to $199,999",Employed Full Time,Refused,Yes,Christianity,Own,Yes,Republican,White,Some postgraduate or professional school or degree,Female,West South Division,na,55_to_64,Professional,Education/Training/Library,Red
4210172077_78419_01,2.0,3.0,2.0,2.0,3.0,3.0,2.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Independent,A fair amount,No,Married,69.0,"$100,000 to $149,999",Retired,,,Nonreligious/Secular,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Male,New England Division,na,above_65,na,na,Blue
4210185704_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
1100199084_23694_01,1.0,5.0,5.0,4.0,3.0,5.0,2.0,Moderate,2.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,Christian,Republican,Not very much,No,Married,60.0,"$75,000 to $99,999",Employed Full Time,No,No,Christianity,,Yes,Lean Republican,White,Some college,Male,Pacific Division,na,55_to_64,Service/Labor,na,Blue
4198699625_78419_01,1.0,5.0,5.0,5.0,3.0,5.0,2.0,Very conservative,2.0,5.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Republican,None at all,No,Married,60.0,,,,,,,Yes,Don't Know,White,Technical or vocational school,Male,Mountain Division,na,55_to_64,na,na,Red
4198700768_78419_01,2.0,4.0,3.0,3.0,5.0,3.0,1.0,Liberal,3.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Lean Democrat,A fair amount,No,Married,49.0,"$100,000 to $149,999",Employed Full Time,Refused,,Nonreligious/Secular,Own,Yes,Lean Democrat,White,Four year bachelor’s degree,Male,East South Division,na,45_to_54,Professional,Computer/Information Systems/Mathematical,Red
4191214676_5107_01,1.0,5.0,4.0,5.0,5.0,5.0,2.0,Moderate,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,Christian,Lean Republican,Not very much,No,,55.0,"Under $15,000",,,,,,Yes,Lean Republican,Black,Some college,Male,East North Division,christian_news,55_to_64,na,na,Red
1623603427_78419_01,2.0,3.0,2.0,1.0,4.0,3.0,1.0,Conservative,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,Christian,Independent,A fair amount,No,Married,54.0,"$25,000 to $34,999",Employed Full Time,,No,,,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Male,Pacific Division,google,45_to_54,na,na,Blue
4210183095_78419_01,2.0,5.0,4.0,3.0,5.0,4.0,1.0,Moderate,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,Muslim,Independent,Not very much,No,Never Married,28.0,"$150,000 to $199,999",Employed Full Time,Refused,,Islam,Rent,No,Lean Democrat,Asian,Four year bachelor’s degree,Male,New England Division,na,25_to_34,Managerial,Finance/Insurance/Real Estate,Blue
4224812598_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4133444639_78419_01,2.0,4.0,2.0,2.0,5.0,5.0,1.0,Moderate,3.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Independent,Not very much,No,Married,68.0,"$75,000 to $99,999",Retired,,,,,Yes,Independent,White,High school grad,Female,South Atlantic Division,na,above_65,na,na,Purple
4222268989_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4198723608_78419_01,1.0,5.0,1.0,2.0,5.0,4.0,1.0,Conservative,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,Not very much,No,Married,59.0,,Employed Full Time,Refused,,Christianity,Own,Yes,Independent,White,Some college,Male,West South Division,breitbart,55_to_64,Professional,Healthcare,Red
4183006177_78419_01,1.0,4.0,3.0,2.0,5.0,5.0,3.0,Conservative,1.0,2.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,3.0,,5.0,Christian,Independent,None at all,No,Widowed,67.0,"$25,000 to $34,999",Retired,,,Christianity,Own,Yes,Independent,White,High school grad,Female,Mountain Division,na,above_65,na,na,Red
4191255064_5107_01,2.0,4.0,2.0,3.0,4.0,3.0,1.0,Moderate,3.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Independent,Not very much,No,,32.0,"$200,000 or more",,,,,,Yes,Independent,,Four year bachelor’s degree,Male,Pacific Division,na,25_to_34,na,na,Blue
4142203274_78419_01,,4.0,5.0,3.0,3.0,5.0,3.0,Conservative,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,Christian,Lean Republican,Not very much,No,Never Married,59.0,"$75,000 to $99,999",Employed Full Time,Refused,No,Christianity,Own,No,Lean Republican,White,Technical or vocational school,Male,Pacific Division,na,55_to_64,Professional,Science/Engineering/Architecture,Blue
4000934432_78914_02,2.0,4.0,3.0,1.0,5.0,2.0,1.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Independent,A fair amount,No,Married,67.0,"$200,000 or more",Retired,,,Christianity,,Yes,Independent,White,Four year bachelor’s degree,Female,Middle Atlantic Division,new_york_times,above_65,na,na,Blue
028694_S01_HH,1.0,3.0,2.0,2.0,3.0,4.0,3.0,Moderate,2.0,2.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,3.0,,5.0,Christian,Independent,Not very much,No,Widowed,68.0,"$25,000 to $34,999",Retired,No,,Christianity,Own,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Male,West South Division,na,above_65,Managerial,Computer/Information Systems/Mathematical,Red
036344_S01_HH,2.0,4.0,5.0,4.0,5.0,1.0,1.0,Moderate,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,Other Religion,Lean Democrat,A fair amount,No,Married,52.0,"Under $15,000",Not employed,No,,Hinduism,Rent,Yes,Democrat,Asian,Some postgraduate or professional school or degree,Male,Pacific Division,cnn,45_to_54,Professional,Healthcare,Blue
4176614127_78419_01,2.0,3.0,2.0,2.0,4.0,2.0,2.0,Liberal,2.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,2.0,4.0,Christian,Democrat,A fair amount,No,Divorced,66.0,"$150,000 to $199,999",Employed Full Time,Refused,,Christianity,Rent,Yes,Democrat,Black,High school grad,Female,South Atlantic Division,wusa9,above_65,Secretarial/Clerical,Healthcare,Blue
4194570847_78419_01,1.0,5.0,3.0,4.0,3.0,5.0,1.0,Very conservative,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Lean Republican,None at all,No,Married,73.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Republican,White,High school grad,Male,Middle Atlantic Division,na,above_65,na,na,Red
4148929378_78419_01,,5.0,4.0,3.0,5.0,4.0,2.0,Moderate,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,No Religion/Atheist/Agnostic,Independent,A fair amount,No,Living with a Partner,41.0,"$50,000 to $74,999",Employed Full Time,,No,,,Yes,Independent,Black,Some college,Male,East North Division,na,35_to_44,na,na,Red
4210175627_78419_01,2.0,5.0,2.0,2.0,5.0,2.0,1.0,Moderate,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Independent,A fair amount,No,Married,46.0,"$100,000 to $149,999",Employed Full Time,Yes,,Agnostic,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Male,West North Division,npr,45_to_54,Professional,Computer/Information Systems/Mathematical,Blue
4183006821_78419_01,2.0,3.0,2.0,2.0,3.0,2.0,1.0,Moderate,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A fair amount,No,Married,53.0,"$75,000 to $99,999",Homemaker,,,Christianity,Own,Yes,Lean Democrat,White,Some college,Female,East South Division,msnbc,45_to_54,na,na,Red
1779089443_78419_01,2.0,5.0,3.0,3.0,5.0,4.0,2.0,Moderate,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,Christian,Independent,Not very much,No,Married,55.0,,Employed Full Time,,No,Christianity,Own,Yes,Lean Republican,White,Four year bachelor’s degree,Male,South Atlantic Division,na,55_to_64,na,na,Red
86085764_23694_01,2.0,3.0,3.0,2.0,5.0,2.0,1.0,Moderate,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,4.0,Christian,Lean Democrat,A fair amount,No,Divorced,69.0,,Retired,,,Christianity,Own,Yes,Democrat,White,Some college,Female,Mountain Division,msnbc,above_65,na,na,Red
4182959616_78419_01,2.0,3.0,3.0,3.0,2.0,4.0,1.0,Conservative,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,A fair amount,No,Married,63.0,"$50,000 to $74,999",Retired,,,Christianity,Own,Yes,Republican,White,Some college,Female,East North Division,cbs,55_to_64,na,na,Red
4009151377_78914_01,1.0,4.0,5.0,3.0,3.0,5.0,2.0,Conservative,1.0,4.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,3.0,,4.0,Christian,Republican,Not very much,No,Divorced,78.0,"$25,000 to $34,999",Retired,,,Christianity,,Yes,Republican,White,High school grad,Female,Pacific Division,na,above_65,na,na,Blue
4209527681_78419_01,2.0,4.0,5.0,2.0,5.0,3.0,2.0,Very liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A great deal,No,Married,68.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,Pacific Division,cnn,above_65,na,na,Blue
4182944281_78419_01,1.0,4.0,3.0,3.0,3.0,5.0,3.0,Conservative,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Lean Republican,Not very much,No,Married,61.0,"$100,000 to $149,999",Retired,,,Christianity,Own,Yes,Lean Republican,White,Some college,Female,Pacific Division,na,55_to_64,na,na,Blue
033709_S01_01,2.0,5.0,3.0,3.0,5.0,2.0,1.0,Liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,61.0,"$35,000 to $49,999",Employed Full Time,No,No,Nonreligious/Secular,Own,Yes,Democrat,White,Technical or vocational school,Male,South Atlantic Division,washington_post,55_to_64,Professional,Manufacturing or Construction,Red
4210181213_78419_01,2.0,4.0,4.0,1.0,5.0,4.0,3.0,Liberal,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,Christian,Democrat,A fair amount,No,Married,53.0,"$150,000 to $199,999",Employed Full Time,,,Christianity,Own,Yes,Democrat,Black,Some postgraduate or professional school or degree,Male,East North Division,na,45_to_54,na,na,Blue
4182959760_78419_01,2.0,4.0,4.0,3.0,5.0,4.0,2.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A great deal,No,Married,67.0,"$150,000 to $199,999",Retired,,,Christianity,Own,Yes,Democrat,White,Some college,Female,East North Division,cbs,above_65,na,na,Red
4191199140_5107_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4193008633_78419_01,1.0,2.0,1.0,2.0,2.0,4.0,3.0,Very conservative,1.0,2.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,1.0,2.0,Christian,Other,None at all,No,,46.0,"$50,000 to $74,999",,,,,,No,Don't Know,White,Less than high school,Male,East North Division,na,45_to_54,na,na,Red
4198742133_78419_01,1.0,3.0,5.0,5.0,3.0,5.0,1.0,Liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,Other Religion,Republican,A fair amount,No,Divorced,28.0,"$150,000 to $199,999",Employed Full Time,,,Judaism,Own,Yes,Republican,White,Four year bachelor’s degree,Female,Pacific Division,wall_street_journal,25_to_34,na,na,Blue
4205999340_78419_01,1.0,4.0,1.0,3.0,4.0,5.0,1.0,Conservative,2.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,,Christian,Independent,Not very much,No,Divorced,68.0,,Retired,,,Christianity,,Yes,Independent,White,Four year bachelor’s degree,Female,West South Division,na,above_65,na,na,Red
046819_S02_01,2.0,5.0,5.0,2.0,5.0,3.0,1.0,Liberal,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Democrat,A fair amount,No,Married,54.0,"$100,000 to $149,999",Employed Full Time,Yes,Yes,Christianity,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,South Atlantic Division,new_york_times,45_to_54,Professional,Education/Training/Library,Red
147358_3992_01,2.0,5.0,4.0,3.0,5.0,3.0,3.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,2.0,2.0,1.0,Christian,Democrat,A fair amount,No,Never Married,63.0,"$35,000 to $49,999",Retired,No,,Christianity,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Female,West South Division,cnn,55_to_64,Professional,Education/Training/Library,Red
1775299125_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4224809958_78419_01,2.0,4.0,4.0,3.0,4.0,4.0,2.0,Moderate,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Republican,A fair amount,No,,41.0,,,,,,,,,White,Four year bachelor’s degree,Male,East North Division,na,35_to_44,na,na,Blue
4142216854_78419_01,1.0,2.0,3.0,5.0,3.0,3.0,2.0,Moderate,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,Don't know,Independent,None at all,No,Married,37.0,"$15,000 to $24,999","Employed part-time, but not a full-time student",,No,Other,Own,Yes,Lean Republican,White,High school grad,Female,East North Division,na,35_to_44,na,na,Blue
1798383746_78419_01,1.0,5.0,5.0,3.0,5.0,5.0,3.0,Moderate,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,2.0,Christian,Independent,Not very much,No,Married,65.0,"$50,000 to $74,999",Employed Full Time,,No,Christianity,,Yes,Lean Republican,White,Four year bachelor’s degree,Male,Pacific Division,bbc,above_65,na,na,Blue
4176622534_78419_01,2.0,3.0,4.0,3.0,3.0,3.0,2.0,Very conservative,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,Not very much,No,Married,40.0,"$100,000 to $149,999",Employed Full Time,No,,Christianity,Rent,Yes,Republican,Black,Some postgraduate or professional school or degree,Female,Pacific Division,na,35_to_44,Professional,Education/Training/Library,Blue
4098572149_78419_01,2.0,4.0,4.0,4.0,4.0,4.0,2.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Independent,A fair amount,No,Married,38.0,"$200,000 or more",Employed Full Time,Yes,,Agnostic,Own,Yes,Lean Democrat,White,Some postgraduate or professional school or degree,Female,Middle Atlantic Division,vice,35_to_44,Professional,Science/Engineering/Architecture,Red
127122_3992_02,2.0,4.0,4.0,4.0,4.0,3.0,1.0,Moderate,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Independent,A great deal,No,Married,83.0,"$100,000 to $149,999",Retired,,,Nonreligious/Secular,Own,Yes,Lean Republican,White,Some college,Male,West South Division,pbs,above_65,na,na,Red
4224807749_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4222253509_78419_01,2.0,4.0,3.0,2.0,5.0,5.0,1.0,Moderate,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Democrat,A fair amount,No,Married,34.0,"$50,000 to $74,999",Employed Full Time,Don't Know,,Christianity,Rent,Yes,Lean Democrat,White,Some college,Male,South Atlantic Division,npr,25_to_34,Military,Healthcare,Red
1688394651_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4194573948_78419_01,2.0,4.0,2.0,2.0,4.0,4.0,2.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Democrat,Not very much,No,Married,67.0,"$75,000 to $99,999",Retired,,,Other,Own,Yes,Democrat,White,Technical or vocational school,Male,Pacific Division,npr,above_65,na,na,Blue
160379_3992_01,1.0,3.0,2.0,2.0,3.0,4.0,2.0,Very conservative,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Lean Republican,Not very much,No,Married,59.0,"$50,000 to $74,999",Homemaker,,,Christianity,Own,Yes,Lean Republican,White,Some college,Female,West North Division,fox,55_to_64,na,na,Blue
81318368_95_01,2.0,5.0,3.0,3.0,5.0,4.0,2.0,Moderate,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Muslim,Lean Democrat,A fair amount,No,Married,70.0,"$100,000 to $149,999",Employed Full Time,Yes,,Islam,Own,Yes,Lean Democrat,Black,Some postgraduate or professional school or degree,Male,South Atlantic Division,na,above_65,Professional,Healthcare,Red
81526658_23694_01,1.0,3.0,3.0,2.0,3.0,4.0,2.0,Conservative,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,Christian,Independent,Not very much,No,Single,54.0,"$50,000 to $74,999",Employed Full Time,No,No,Christianity,Own,Yes,Independent,White,Four year bachelor’s degree,Female,South Atlantic Division,na,45_to_54,Secretarial/Clerical,Computer/Information Systems/Mathematical,Purple
4193024671_78419_01,1.0,4.0,1.0,1.0,3.0,5.0,1.0,Conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Republican,None at all,No,Married,57.0,"$75,000 to $99,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Republican,White,High school grad,Male,West South Division,fox,55_to_64,Professional,Law or Public Policy,Red
4142232688_78419_01,2.0,4.0,2.0,2.0,5.0,3.0,1.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,2.0,4.0,No Religion/Atheist/Agnostic,Lean Democrat,A great deal,Yes,Divorced,50.0,"$75,000 to $99,999",Employed Full Time,Refused,No,Don't Know,Own,Yes,Democrat,Hispanic,Some college,Female,Pacific Division,cnn,45_to_54,Service/Labor,Healthcare,Blue
4176616004_78419_01,2.0,5.0,5.0,4.0,5.0,5.0,3.0,Conservative,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,Yes,Married,48.0,"$200,000 or more",Homemaker,,,Christianity,Own,Yes,Republican,Hispanic,Four year bachelor’s degree,Female,Pacific Division,na,45_to_54,na,na,Blue
4142212660_78419_01,2.0,4.0,2.0,3.0,4.0,3.0,2.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Democrat,A great deal,No,Married,62.0,"$25,000 to $34,999",Not employed,,,Agnostic,Own,Yes,Democrat,White,Some college,Female,South Atlantic Division,usa_today,55_to_64,na,na,Red
1826473408_78419_01,2.0,5.0,2.0,2.0,5.0,3.0,1.0,Very liberal,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,Other Religion,Democrat,A fair amount,No,Living with a Partner,61.0,"$200,000 or more",Employed Full Time,,No,Nonreligious/Secular,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,New England Division,new_york_times,55_to_64,na,na,Blue
4182929391_78419_01,2.0,3.0,2.0,2.0,3.0,5.0,2.0,Conservative,2.0,3.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,2.0,2.0,Christian,Lean Republican,A fair amount,No,Married,64.0,"$100,000 to $149,999",Employed Full Time,Refused,,Christianity,Own,Yes,Republican,White,Some college,Female,East North Division,msnbc,55_to_64,Professional,Computer/Information Systems/Mathematical,Red
4224797549_78419_01,1.0,4.0,2.0,3.0,4.0,4.0,2.0,Conservative,2.0,6.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,Christian,Lean Republican,None at all,No,Married,49.0,"$100,000 to $149,999",Homemaker,,,Christianity,Own,Yes,Republican,White,Four year bachelor’s degree,Female,South Atlantic Division,fox,45_to_54,na,na,Red
046472_S02_01,1.0,3.0,2.0,4.0,4.0,5.0,1.0,Conservative,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Independent,Not very much,No,Married,87.0,"$75,000 to $99,999",Retired,,,Christianity,Own,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,rush_limbaugh,above_65,na,na,Red
4198731080_78419_01,2.0,3.0,5.0,2.0,5.0,3.0,3.0,Moderate,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,Christian,Democrat,Not very much,No,Divorced,50.0,"$50,000 to $74,999",Employed Full Time,Refused,,Christianity,Rent,Yes,Lean Democrat,White,Some college,Female,East North Division,cnn,45_to_54,Secretarial/Clerical,Finance/Insurance/Real Estate,Blue
4224793816_78419_01,2.0,4.0,3.0,2.0,5.0,3.0,2.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Lean Democrat,A fair amount,No,Married,44.0,"$150,000 to $199,999",Homemaker,,,Christianity,Own,Yes,Lean Democrat,Asian,Some postgraduate or professional school or degree,Female,Pacific Division,atlantic,35_to_44,na,na,Blue
4083364138_5107_01,2.0,4.0,2.0,2.0,4.0,2.0,2.0,Liberal,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0,1.0,2.0,1.0,No Religion/Atheist/Agnostic,Democrat,A great deal,No,Never Married,38.0,"$100,000 to $149,999",Employed Full Time,Refused,No,Agnostic,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,West North Division,npr,35_to_44,Professional,Finance/Insurance/Real Estate,Blue
4191247696_5107_01,1.0,4.0,2.0,2.0,3.0,5.0,1.0,Moderate,3.0,4.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,,72.0,"$75,000 to $99,999",,,,,,Yes,Republican,White,Some postgraduate or professional school or degree,Female,Pacific Division,na,above_65,na,na,Red
